tipo_entidad,contexto,valor_xlsx,valor_bd,id_bd,filas_afectadas,confianza,accion,causa
SEDE,LEJANÍAS | INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE PRINCIPAL GABRIELA MISTRAL,SEDE PRINCIPAL GABRIELA MISTRAL,253,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA INTEGRADO DE SAN MARTIN,SEDE PRINCIPAL INTEGRADO DE SAN MARTIN,SEDE PRINCIPAL INTEGRADO DE SAN MARTIN,493,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN JUANITO | INSTITUCIÓN EDUCATIVA JOHN F KENNEDY,SEDE PRINCIPAL JOHN F. KENNEDY,SEDE PRINCIPAL JOHN F KENNEDY,479,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,GRANADA | INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,SEDE PRINCIPAL JOSE ANTONIO GALAN,SEDE PRINCIPAL JOSE ANTONIO GALAN,114,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA JUAN ROZO,SEDE PRINCIPAL JUAN ROZO,SEDE PRINCIPAL JUAN ROZO,8,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | CENTRO EDUCATIVO LA CATALINA,SEDE PRINCIPAL LA CATALINA,SEDE PRINCIPAL LA CATALINA,155,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,VISTAHERMOSA | INSTITUCIÓN EDUCATIVA LOS CENTAUROS,SEDE PRINCIPAL LOS CENTAUROS,SEDE PRINCIPAL LOS CENTAUROS,567,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA LUIS CARLOS GALAN SARMIENTO,SEDE PRINCIPAL LUIS CARLOS GALAN SARMIENTO,SEDE PRINCIPAL LUIS CARLOS GALAN SARMIENTO,10,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA MANUELA BELTRAN,SEDE PRINCIPAL MANUELA BELTRAN,SEDE PRINCIPAL MANUELA BELTRAN,502,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA MARIA MONTESSORI,SEDE PRINCIPAL MARIA MONTESSORI,SEDE PRINCIPAL MARIA MONTESSORI,11,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,MESETAS | CENTRO EDUCATIVO RIO GUEJAR,SEDE PRINCIPAL RIO GUEJAR,SEDE PRINCIPAL RIO GUEJAR,303,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO GAITÁN | INSTITUCIÓN EDUCATIVA RUBIALES,SEDE PRINCIPAL RUBIALES,SEDE PRINCIPAL RUBIALES,365,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | INSTITUCIÓN EDUCATIVA SANTA TERESA DE PACHAQUIARO,SEDE PRINCIPAL SANTA TERESA DE PACHAQUIARO,SEDE PRINCIPAL SANTA TERESA DE PACHAQUIARO,422,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,VISTAHERMOSA | INSTITUCIÓN EDUCATIVA SANTO DOMINGO,SEDE PRINCIPAL SANTO DOMINGO,SEDE PRINCIPAL SANTO DOMINGO,592,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN CARLOS DE GUAROA | INSTITUCIÓN EDUCATIVA SIMON BOLIVAR,SEDE PRINCIPAL SIMON BOLIVAR,SEDE PRINCIPAL SIMON BOLIVAR,466,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | INSTITUCIÓN EDUCATIVA AGROPECUARIO DE PUERTO LOPEZ,SEDE PRINCIPAL TECNICO AGROPECUARIO,SEDE PRINCIPAL TECNICO AGROPECUARIO,410,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,GRANADA | INSTITUCIÓN EDUCATIVA VALENTIN GARCIA,SEDE PRINCIPAL VALENTIN GARCIA,SEDE PRINCIPAL VALENTIN GARCIA,121,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO GAITÁN | INSTITUCIÓN EDUCATIVA RUBIALES,SEDE PUERTO TRUJILLO,SEDE PUERTO TRUJILLO,366,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO RICO | INSTITUCIÓN EDUCATIVA ALICIO AMADOR ELVIRA,SEDE RAFAEL POMBO,SEDE RAFAEL POMBO,444,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,VISTAHERMOSA | INSTITUCIÓN EDUCATIVA LOS CENTAUROS,SEDE VENCEDORES DEL VARGAS,SEDE VENCEDORES DEL VARGAS,568,3,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN JUAN DE ARAMA | INSTITUCIÓN EDUCATIVA SAN JUAN DE ARAMA,SUBTENIENTE SATURNINO GUTIERREZ,SEDE SUBTENIENTE SATURNINO GUTIERREZ,476,3,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
INSTITUCION,LEJANÍAS,CENTRO EDUCATIVO BARCELONA,CENTRO EDUCATIVO BARCELONA,51,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,SAN LUIS DE CUBARRAL,CENTRO EDUCATIVO DE CUBARRAL,CENTRO EDUCATIVO DE CUBARRAL,97,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,SAN JUAN DE ARAMA,CENTRO EDUCATIVO FRANCISCO DE PAULA SANTANDER,CENTRO EDUCATIVO FRANCISCO DE PAULA SANTANDER,93,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,VISTAHERMOSA,CENTRO EDUCATIVO PUERTO LUCAS MARGEN DERECHA,CENTRO EDUCATIVO PUERTO LUCAS MARGEN DERECHA,111,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,MESETAS,CENTRO EDUCATIVO RIO CAFRE,CENTRO EDUCATIVO RIO CAFRE,59,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,CABUYARO,CENTRO EDUCATIVO SAN FELIPE,CENTRO EDUCATIVO SAN FELIPE,10,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,LA MACARENA,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,39,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,SAN CARLOS DE GUAROA,INSTITUCION EDUCATIVA ISABEL LA CATOLICA,INSTITUCIÓN EDUCATIVA ISABEL LA CATOLICA,91,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,PUERTO GAITÁN,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,INSTITUCIÓN EDUCATIVA JORGE ELIECER GAITAN,66,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,GRANADA,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,INSTITUCIÓN EDUCATIVA LUIS CARLOS GALAN SARMIENTO,35,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,LA MACARENA,INSTITUCIÓN EDUCATIVA TERCER MILENIO,INSTITUCIÓN EDUCATIVA TERCER MILENIO,43,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,MAPIRIPÁN | INSTITUCIÓN EDUCATIVA JORGE ELIECER GAITAN,BAXUMEK II,SEDE BAXUMEK II,278,2,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA PABLO EMILIO RIVEROS,EL DORADO,SEDE EL DORADO,20,2,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,GRANADA | INSTITUCIÓN EDUCATIVA JOSE ANTONIO GALAN,JUAN XXIII,SEDE JUAN XXIII,111,2,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA JUAN ROZO,RAFAEL POMBO,SEDE RAFAEL POMBO,9,2,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,MAPIRIPÁN | CENTRO EDUCATIVO GUACAMAYAS,SANTA HELENA,SEDE SANTA HELENA,260,2,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,VISTAHERMOSA | INSTITUCIÓN EDUCATIVA PEDRO NEL JIMENEZ OBANDO,SEDE CAÑO AMARILLO,SEDE CANO AMARILLO,569,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | INSTITUCIÓN EDUCATIVA ENRIQUE OLAYA HERRERA,SEDE CLEMENTE NARANJO,SEDE CLEMENTE NARANJO,413,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,VISTAHERMOSA | CENTRO EDUCATIVO PUERTO LUCAS MARGEN DERECHA,SEDE COSTA RICA,SEDE COSTA RICA,596,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,RESTREPO | INSTITUCIÓN EDUCATIVA EMILIANO RESTREPO ECHAVARRIA,SEDE EMILIANO RESTREPO ECHAVARRIA PRIMARIA,SEDE EMILIANO RESTREPO ECHAVARRIA PRIMARIA,462,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA INTEGRADO DE SAN MARTIN,SEDE ENRIQUE GALVEZ ALVAREZ,SEDE ENRIQUE GALVEZ ALVAREZ,491,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO GAITÁN | INSTITUCIÓN EDUCATIVA HORIZONTES,SEDE HORIZONTES,SEDE HORIZONTES,361,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,MESETAS | INSTITUCIÓN EDUCATIVA LOS FUNDADORES,SEDE JOSE IGNACIO GONZALEZ,SEDE JOSE IGNACIO GONZALEZ,316,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | CENTRO EDUCATIVO CAMOITA,SEDE LA BENDICION,SEDE LA BENDICION,486,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | CENTRO EDUCATIVO NUESTRA SENORA DE FATIMA,SEDE LA COLINA,SEDE LA COLINA,396,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,VISTAHERMOSA | INSTITUCIÓN EDUCATIVA LOS CENTAUROS,SEDE LA ESPERANZA,SEDE LA ESPERANZA,565,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,MESETAS | CENTRO EDUCATIVO RIO CAFRE,SEDE LA GUAJIRA,SEDE PRINCIPAL LA GUAJIRA,322,2,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,MESETAS | CENTRO EDUCATIVO RIO GUEJAR,SEDE LA LIBERTAD,SEDE LA LIBERTAD,300,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO GAITÁN | INSTITUCIÓN EDUCATIVA HORIZONTES,SEDE LA PRIMAVERA,SEDE LA PRIMAVERA,359,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO GAITÁN | INSTITUCIÓN EDUCATIVA HORIZONTES,SEDE MURUJUY,SEDE MURUJUY,360,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN LUIS DE CUBARRAL | CENTRO EDUCATIVO DE CUBARRAL,SEDE PRINCIPAL DE CUBARRAL,SEDE PRINCIPAL DE CUBARRAL,482,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN CARLOS DE GUAROA | INSTITUCIÓN EDUCATIVA ISABEL LA CATOLICA,SEDE PRINCIPAL ISABEL LA CATOLICA,SEDE PRINCIPAL ISABEL LA CATOLICA,465,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO GAITÁN | INSTITUCIÓN EDUCATIVA JORGE ELIECER GAITAN,SEDE PRINCIPAL JORGE ELIECER GAITAN,SEDE PRINCIPAL JORGE ELIECER GAITAN,363,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA JUAN HUMBERTO BAQUERO SOLER,SEDE PRINCIPAL JUAN HUMBERTO BAQUERO SOLER,SEDE JUAN HUMBERTO BAQUERO SOLER,23,2,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,PUERTO LÓPEZ | CENTRO EDUCATIVO SERRANIA DEL MELUA,SEDE PRINCIPAL LA ESTRELLA,SEDE PRINCIPAL LA ESTRELLA,407,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | CENTRO EDUCATIVO LAS BRISAS,SEDE PRINCIPAL LAS BRISAS,SEDE PRINCIPAL LAS BRISAS,168,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | CENTRO EDUCATIVO NUESTRA SENORA DE FATIMA,SEDE PRINCIPAL NUESTRA SEÑORA DE FATIMA,SEDE PRINCIPAL NUESTRA SENORA DE FATIMA,394,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE PRINCIPAL PLAYA RICA,SEDE PRINCIPAL PLAYA RICA,194,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | CENTRO EDUCATIVO PONTON DE RIO NEGRO,SEDE PRINCIPAL PONTON DE RIO NEGRO,SEDE PRINCIPAL PONTON DE RIO NEGRO,401,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,CABUYARO | CENTRO EDUCATIVO SAN FELIPE,SEDE PRINCIPAL SAN FELIPE,SEDE PRINCIPAL SAN FELIPE,27,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LLERAS | CENTRO EDUCATIVO TIERRA GRATA,SEDE PRINCIPAL TIERRA GRATA,SEDE PRINCIPAL TIERRA GRATA,368,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LEJANÍAS | INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE SANTA RITA,SEDE SANTA RITA,254,2,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,LA MACARENA,CENTRO EDUCATIVO BOCAS DEL PERDIDO,INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,39,1,ALTA,ALIAS_SEGURO,PREFIJO_IE
INSTITUCION,CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,CENTRO EDUCATIVO CASTILLA LA NUEVA,13,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,CABUYARO,CENTRO EDUCATIVO YARICO,CENTRO EDUCATIVO YARICO,11,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,LA MACARENA,INSTITUCION EDUCATIVA EL RUBI,INSTITUCIÓN EDUCATIVA EL RUBI,40,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,SAN CARLOS DE GUAROA,INSTITUCION EDUCATIVA GABRIEL GARCIA MARQUEZ,INSTITUCIÓN EDUCATIVA GABRIEL GARCIA MARQUEZ,90,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,PUERTO CONCORDIA,INSTITUCIÓN EDUCATIVA NUEVA ESPERANZA,INSTITUCIÓN EDUCATIVA NUEVA ESPERANZA,62,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,PUERTO LÓPEZ,INSTITUCION EDUCATIVA PUERTO GUADALUPE,INSTITUCIÓN EDUCATIVA PUERTO GUADALUPE,78,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
INSTITUCION,PUERTO LÓPEZ,INSTITUCION EDUCATIVA REMOLINO,INSTITUCIÓN EDUCATIVA REMOLINO,80,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN JUAN DE ARAMA | INSTITUCIÓN EDUCATIVA MANACAL,CERRITOS,SEDE CERRITOS,471,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA ESCUELA NORMAL SUPERIOR DE ACACIAS,EL PLAYON,SEDE EL PLAYON,1,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,MAPIRIPÁN | CENTRO EDUCATIVO DIVINO NINO JESUS,JUAN PABLO II,SEDE JUAN PABLO II,268,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,LA ESMERALDA,SEDE LA ESMERALDA,13,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,SAN JUAN DE ARAMA | INSTITUCIÓN EDUCATIVA SAN JUAN DE ARAMA,LA LIBERTAD,SEDE LA LIBERTAD,474,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,MAPIRIPÁN | CENTRO EDUCATIVO DIVINO NINO JESUS,LA RIVERA,SEDE LA RIVERA,274,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,LA UNION,SEDE LA UNION,14,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,LA VICTORIA,SEDE LA VICTORIA,207,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,PUERTO CONCORDIA | INSTITUCIÓN EDUCATIVA VALENTIN APARICIO PERSONA,LIBARDO CASTAÑO,SEDE LIBARDO CASTANO,354,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,MAPIRIPÁN | CENTRO EDUCATIVO DIVINO NINO JESUS,MATABAMBU,SEDE MATABAMBU,275,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,SAN JUAN DE ARAMA | CENTRO EDUCATIVO FRANCISCO DE PAULA SANTANDER,MESA DE FERNANDEZ,SEDE MESA DE FERNANDEZ,467,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA JUAN ROZO,PABLO SEXTO,SEDE PABLO SEXTO,7,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,SAN JUAN DE ARAMA | CENTRO EDUCATIVO FRANCISCO DE PAULA SANTANDER,PRINCIPAL FRANCISCO DE PAULA SANTANDER,SEDE PRINCIPAL FRANCISCO DE PAULA SANTANDER,468,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,MAPIRIPÁN | CENTRO EDUCATIVO GUACAMAYAS,SAN FRANCISCO,SEDE PRINCIPAL SAN FRANCISCO,259,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SAN NICOLAS,SEDE SAN NICOLAS,4,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,ACACÍAS | INSTITUCIÓN EDUCATIVA SAN ISIDRO DE CHICHIMENE,SANTA ROSA,SEDE SANTA ROSA,19,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE AGUAZUL,SEDE AGUAZUL,224,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | INSTITUCIÓN EDUCATIVA RAFAEL URIBE URIBE,SEDE ALEGRIA DE VIVIR,SEDE ALEGRIA DE VIVIR,416,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE ALTO RAUDAL,SEDE ALTO RAUDAL,196,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE ALTO SAN ANTONIO,SEDE ALTO SAN ANTONIO,225,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA INTEGRADO DE SAN MARTIN,SEDE ANTONIO NARIÑO,SEDE ANTONIO NARINO,488,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA MANUELA BELTRAN,SEDE ANTONIO RICAURTE,SEDE ANTONIO RICAURTE,500,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA INTEGRADO DE SAN MARTIN,SEDE ATANASIO GIRARDOT,SEDE ATANASIO GIRARDOT,489,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO CONCORDIA | INSTITUCIÓN EDUCATIVA VALENTIN APARICIO PERSONA,SEDE BAJA PRIMAVERA,SEDE BAJA PRIMAVERA,349,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | CENTRO EDUCATIVO PONTON DE RIO NEGRO,SEDE BOCAS DEL GUAYURIBA,SEDE BOCAS DEL GUAYURIBA,398,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE BRISAS DEL LOZADA,SEDE BRISAS DEL LOZADA,128,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,VISTAHERMOSA | INSTITUCIÓN EDUCATIVA RAMON ARROYAVE,SEDE BUENOS AIRES,SEDE BUENOS AIRES,576,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE CAMPO HERMOSO,SEDE CAMPO HERMOSO,226,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,FUENTE DE ORO | INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE CAÑO VENADO,SEDE CANO VENADO,73,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA NUESTRA SENORA DE LA MACARENA,SEDE EL BILLAR,SEDE EL BILLAR,197,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,GRANADA | INSTITUCIÓN EDUCATIVA CAMILO TORRES,SEDE EL BOSQUE,SEDE EL BOSQUE,95,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LEJANÍAS | INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE EL BRILLANTE,SEDE EL BRILLANTE,248,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LEJANÍAS | CENTRO EDUCATIVO BARCELONA,SEDE EL EDÉN,SEDE EL EDEN,255,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA INTEGRADO DE SAN MARTIN,SEDE EL LIBERTADOR,SEDE EL LIBERTADOR,490,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO CONCORDIA | CENTRO EDUCATIVO LA VEGA,SEDE EL PROGRESO,SEDE EL PROGRESO,330,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE EL RETIRO,SEDE EL RETIRO,231,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,URIBE | INSTITUCIÓN EDUCATIVA RAFAEL URIBE URIBE,SEDE EL VERGEL,SEDE EL VERGEL,546,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO RICO | CENTRO EDUCATIVO LAS PALMAS,SEDE ENRIQUE VALOYEX,SEDE ENRIQUE VALOYEX,433,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO CONCORDIA | CENTRO EDUCATIVO LA VEGA,SEDE GENERAL SANTANDER,SEDE GENERAL SANTANDER,331,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LEJANÍAS | CENTRO EDUCATIVO EL CONVENIO,SEDE ITALIA,SEDE ITALIA,257,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,CUMARAL | INSTITUCIÓN EDUCATIVA TENIENTE CRUZ PAREDES,SEDE JARDIN INFANTIL,SEDE JARDIN INFANTIL,53,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,GRANADA | INSTITUCIÓN EDUCATIVA LUIS CARLOS GALAN SARMIENTO,SEDE JORGE ELIECER GAITAN,SEDE JORGE ELIECER GAITAN,116,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE JUAN BOSCO,SEDE JUAN BOSCO,232,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA INTEGRADO DE SAN MARTIN,SEDE JUAN JOSE RONDON,SEDE JUAN JOSE RONDON,492,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,VISTAHERMOSA | INSTITUCIÓN EDUCATIVA RAMON ARROYAVE,SEDE LA ALBANIA,SEDE LA ALBANIA,578,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LEJANÍAS | CENTRO EDUCATIVO EL CONVENIO,SEDE LA AURORA,SEDE LA AURORA,244,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE LA BATALLA II,SEDE LA BATALLA II,188,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,FUENTE DE ORO | INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE LA COOPERATIVA,SEDE LA COOPERATIVA,75,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | CENTRO EDUCATIVO CAMOITA,SEDE LA CRISTALINA,SEDE LA CRISTALINA,487,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | CENTRO EDUCATIVO LA CATALINA,SEDE LA ESMERALDA,SEDE LA ESMERALDA,160,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,URIBE | INSTITUCIÓN EDUCATIVA RAFAEL URIBE URIBE,SEDE LA LIBERTAD,SEDE LA LIBERTAD,549,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
