tipo_entidad,contexto,valor_xlsx,valor_bd,id_bd,filas_afectadas,confianza,accion,causa
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LA ORQUIDEA,SEDE LA ORQUIDEA,234,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LA PRIMAVERA,SEDE LA PRIMAVERA,238,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | CENTRO EDUCATIVO SERRANIA DEL MELUA,SEDE LA SANDRITA,SEDE LA SANDRITA,406,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE LA SOMBRA,SEDE LA SOMBRA,190,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,CUMARAL | INSTITUCIÓN EDUCATIVA SAN ISIDRO DE VERACRUZ,SEDE LA VENTUROSA,SEDE LA VENTUROSA,50,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE LEJANIAS,SEDE LEJANIAS,236,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO CONCORDIA | INSTITUCIÓN EDUCATIVA VALENTIN APARICIO PERSONA,SEDE LOS ANDES,SEDE LOS ANDES,355,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA MANUELA BELTRAN,SEDE LOS ANDES,SEDE LOS ANDES,501,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE LOS LAURELES,SEDE LOS LAURELES,123,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LEJANÍAS | INSTITUCIÓN EDUCATIVA GABRIELA MISTRAL,SEDE LOS LAURELES,SEDE LOS LAURELES,252,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,CABUYARO | CENTRO EDUCATIVO YARICO,SEDE LOS MANGOS,SEDE LOS MANGOS,30,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA BOCAS DEL PERDIDO,SEDE MEDIO LOZADA,SEDE MEDIO LOZADA,135,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA SANTA TERESA,SEDE MONTEBELLO,SEDE MONTEBELLO,227,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LLERAS | INSTITUCIÓN EDUCATIVA CHARCO TRECE,SEDE NUESTRA SEÑORA DE LA PAZ,SEDE NUESTRA SENORA DE LA PAZ,382,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,VISTAHERMOSA | INSTITUCIÓN EDUCATIVA LOS CENTAUROS,SEDE NUEVO HORIZONTE,SEDE NUEVO HORIZONTE,566,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO CONCORDIA | CENTRO EDUCATIVO LA VEGA,SEDE PLAYA ALTA,SEDE PLAYA ALTA,332,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE POTRAS QUEBRADON,SEDE POTRAS QUEBRADON,193,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO CONCORDIA | CENTRO EDUCATIVO LA VEGA,SEDE POZO AZUL,SEDE POZO AZUL,333,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,GRANADA | INSTITUCIÓN EDUCATIVA GENERAL SANTANDER,SEDE PRIMERO DE JUNIO,SEDE PRIMERO DE JUNIO,106,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LEJANÍAS | CENTRO EDUCATIVO BARCELONA,SEDE PRINCIPAL BARCELONA,SEDE PRINCIPAL BARCELONA,256,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,MAPIRIPÁN | CENTRO EDUCATIVO DIVINO NINO JESUS,SEDE PRINCIPAL DIVINO NIÑO JESUS,SEDE PRINCIPAL DIVINO NINO JESUS,271,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LEJANÍAS | CENTRO EDUCATIVO EL CONVENIO,SEDE PRINCIPAL EL CONVENIO,SEDE PRINCIPAL EL CONVENIO,258,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,VISTAHERMOSA | INSTITUCIÓN EDUCATIVA SANTO DOMINGO,SEDE PRINCIPAL NUEVA COLOMBIA,SEDE NUEVA COLOMBIA,593,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,PUERTO LÓPEZ | INSTITUCIÓN EDUCATIVA PUERTO GUADALUPE,SEDE PRINCIPAL PUERTO GUADALUPE,SEDE PRINCIPAL PUERTO GUADALUPE,415,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | INSTITUCIÓN EDUCATIVA REMOLINO,SEDE PRINCIPAL REMOLINO,SEDE PRINCIPAL REMOLINO,418,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | INSTITUCIÓN EDUCATIVA SANTA TERESA DE PACHAQUIARO,SEDE PRINCIPAL SIMON BOLIVAR,SEDE SIMON BOLIVAR,420,1,ALTA,ALIAS_SEGURO,PREFIJO_SEDE
SEDE,PUERTO LÓPEZ | CENTRO EDUCATIVO NUESTRA SENORA DE FATIMA,SEDE PUEBLO NUEVO,SEDE PUEBLO NUEVO,395,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA TERCER MILENIO,SEDE PUERTA AL YARI,SEDE PUERTA AL YARI,195,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | INSTITUCIÓN EDUCATIVA HECTOR IVAN HERNANDEZ,SEDE PUERTO LOZADA,SEDE PUERTO LOZADA,211,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,URIBE | INSTITUCIÓN EDUCATIVA RAFAEL URIBE URIBE,SEDE RAFAEL URIBE URIBE PRIMARIA,SEDE RAFAEL URIBE URIBE PRIMARIA,542,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,SAN MARTÍN | INSTITUCIÓN EDUCATIVA MANUELA BELTRAN,SEDE RAUL DE OLIVEIRA,SEDE RAUL DE OLIVEIRA,503,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO CONCORDIA | CENTRO EDUCATIVO MI LLANURA,SEDE RESGUARDO INDIGENA CAÑO LA SAL,SEDE RESGUARDO INDIGENA CANO LA SAL,339,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,CASTILLA LA NUEVA | CENTRO EDUCATIVO CASTILLA LA NUEVA,SEDE SAN AGUSTIN,SAN AGUSTIN,41,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LLERAS | CENTRO EDUCATIVO TIERRA GRATA,SEDE SAN FERNANDO,SEDE SAN FERNANDO,367,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO LÓPEZ | INSTITUCIÓN EDUCATIVA AGROPECUARIO DE PUERTO LOPEZ,SEDE SAN ISIDRO,SEDE SAN ISIDRO,411,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | CENTRO EDUCATIVO LA CATALINA,SEDE SAN JOSE,SEDE SAN JOSE,164,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,PUERTO CONCORDIA | CENTRO EDUCATIVO LA VEGA,SEDE SANTA ISABEL,SEDE SANTA ISABEL,335,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | CENTRO EDUCATIVO LA CATALINA,SEDE SANTA MARIA,SEDE SANTA MARIA,165,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,LA MACARENA | CENTRO EDUCATIVO LAS BRISAS,SEDE SANTA MARTHA,SEDE SANTA MARTHA,181,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,FUENTE DE ORO | INSTITUCIÓN EDUCATIVA ANTONIO NARINO,SEDE UNION DEL ARIARI,SEDE UNION DEL ARIARI,80,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
SEDE,GRANADA | INSTITUCIÓN EDUCATIVA LUIS CARLOS GALAN SARMIENTO,SEDE VILLA UNION,SEDE VILLA UNION,118,1,ALTA,ALIAS_SEGURO,ALIAS_CONOCIDO
